taxpayer_id,filing_year,total_income,total_expenses,tax_paid,tax_due,tax_refund_claimed,number_of_dependents,declarations_of_assets,foreign_income,previous_audit_flag,tax_credits_claimed,charitable_donations,high_value_transactions,business_sector,employment_type,risk_flag,is_anomaly
COM8845973,2022,1298386.73,938607.82,86125.49,89944.73,0,0,5719314.11,239686.43,FALSE,24796.31,7393,47,Finance,,0,0
IND7678999,2024,28889.07,7314.18,4200.19,4314.98,0,0,129093.14,11870.15,TRUE,2140.24,145.18,2,,Salaried,1,0
IND2412495,2023,68642.64,17379.8,10169.13,10252.57,383.28,2,153566.18,0,FALSE,287.63,5024.8,3,,Self-Employed,1,0
IND7525649,2022,55289.4,16557.71,8364.39,7746.34,1330.69,0,174027.75,0,TRUE,590.33,10974.76,1,,Salaried,0,0
IND2530714,2024,50265.89,12016.58,8064.54,7649.86,137.79,4,157126.45,9302.6,FALSE,1554.71,3716.61,3,,Self-Employed,0,0
COM8096380,2024,720592.1,463454.96,70915.05,64284.28,1675.09,0,1769235.74,0,TRUE,6229.12,12058.42,35,Retail,,0,0
COM5154957,2023,901864.54,800201.23,17298.05,25415.83,0,0,3473754.09,382733.7,TRUE,7449.43,1837.88,47,Retail,,2,0
IND5340283,2024,18303.345,17235.37,9253.27,8755.16,866.97,4,230150.8,9672.54,FALSE,2022.86,5874.07,0,,Salaried,1,1
COM8199290,2023,1122754.61,787057.17,75473.75,83924.36,2405.61,0,4306378.53,0,FALSE,19166.39,5451.95,23,Healthcare,,0,0
COM7337120,2023,1802052.93,1301601.05,130456.29,125112.97,4638.94,0,8977967.97,0,TRUE,5680.39,26175.91,19,Manufacturing,,1,0
COM5054243,2023,1060782.72,693005.96,85028.96,91944.19,0,0,3817122.92,0,FALSE,23278.45,8046.24,44,Healthcare,,2,0
IND5843589,2023,70747.77,22829.5,9954.74,9583.65,0,2,294376.23,4681.13,FALSE,2272.26,10691.08,0,,Salaried,0,0
COM4267904,2022,612864.83,413304.65,50500.51,49890.04,0,0,1847859.65,0,FALSE,1661.54,3122.49,48,Manufacturing,,2,0
IND2696797,2024,68379.22,12134.88,11344.47,11248.87,1016.45,0,156995.14,7190.71,TRUE,1116.65,74.86,2,,Self-Employed,1,0
COM3344641,2023,674778.85,599676.92,20564.09,18775.48,0,0,2533654.69,0,TRUE,4526.92,11036.98,29,Finance,,0,0
IND6726898,2022,52564.92,11042.62,8384.75,8304.46,0,2,235393.65,5162.99,TRUE,1201.28,10176.77,0,,Salaried,1,0
COM7936088,2024,662576.04,590938.61,10197.28,17909.36,5.74,0,1677268.25,75022.93,TRUE,2560.62,12771.93,15,Healthcare,,0,0
COM4784788,2023,960121.05,730468.78,63993.27,57413.07,0,0,3626928.45,0,TRUE,14305.18,7758.4,23,Tech,,0,0
IND2695410,2022,67205.89,11585.4,10585.79,11124.1,0,3,228178.96,5671.79,FALSE,4932.72,47044.123,2,,Self-Employed,1,1
COM9414340,2024,1226614.44,749831.89,122245.34,119195.64,0,0,2978289.92,290718.99,TRUE,21144.99,858630.108,42,Retail,,1,1
COM8281080,2022,1895207.35,1489196.13,100762.38,101502.81,6872.75,0,4631763.31,0,FALSE,29963.33,7098.99,16,Tech,,2,0
IND5133754,2024,83025,10848.26,14138.93,14435.35,469,1,221458.14,10346.16,TRUE,6587.06,451.31,0,,Salaried,1,0
IND7613135,2022,68563.6,7965.57,12570.71,12119.61,0,1,152352.98,0,TRUE,2159.61,10015.48,3,,Salaried,2,0
COM5831138,2023,1182771.65,1022180.32,38488.51,40147.83,0,0,5169579.59,233299.22,FALSE,4297.38,18740.24,8,Healthcare,,2,0
COM8985115,2023,1207142.57,800355.86,102041.13,101696.68,9029.06,0,4666836.57,163646.33,FALSE,28373.91,5233.75,16,Tech,,1,0
COM3052422,2023,1307218.76,890145.67,107230.9,104268.27,0,0,5110535.08,117049.88,FALSE,10455.14,20520.64,40,Manufacturing,,0,0
IND1310730,2022,53581.97,8935.39,8778.63,8929.32,1177.51,4,108962.79,0,TRUE,4302.38,99.94,2,,Self-Employed,2,0
COM1541116,2022,1157012.36,705080.93,105037.19,112982.86,9369.39,0,4584541.39,0,TRUE,28750.94,2517.8,39,Finance,,2,0
IND1041100,2022,29180.17,11152.82,360.547,3605.47,0,4,304938.09,6399.63,TRUE,597.38,4884.85,1,,Salaried,0,1
COM2298483,2024,1227085.82,797720.35,106673.74,107341.37,2851.79,0,3074541.84,0,TRUE,10141.84,4020.27,41,Manufacturing,,1,0
COM3152039,2022,731692.8,534014.35,54316.44,49419.61,4305.9,0,2954937.88,0,FALSE,7722.3,7742.85,17,Healthcare,,0,0
IND2904285,2022,35808.39,6507.71,586.014,5860.14,0,0,220784.76,16626.48,TRUE,2901.28,79.51,2,,Self-Employed,1,1
IND7550960,2022,41554.25,16542.72,4387.99,5002.31,295.06,4,94323.18,5239.76,TRUE,2278.53,6547.82,0,,Salaried,1,0
IND2887056,2024,83372.6,17231.33,13576.65,13228.25,22.8,3,266484.07,0,TRUE,6518.34,2362.91,3,,Self-Employed,2,0
COM4674736,2024,788893.97,575279.31,49692.26,53403.66,4612.16,0,3692375.72,271884.05,TRUE,6152.34,9833.7,28,Manufacturing,,2,0
COM8251224,2023,637273.76,556144.61,25122.36,20282.29,0,0,2143441.34,0,TRUE,3234.76,10953.3,8,Finance,,1,0
COM4645055,2024,985548.8,660684.91,85674.82,81215.97,8409.7,0,1977444.31,0,TRUE,11262.09,7999.41,14,Finance,,2,0
IND6353916,2024,65969.41,13614.82,9574.14,10470.92,0,4,134585.02,0,FALSE,4221.36,7157.51,0,,Self-Employed,2,0
IND1275520,2023,54062.67,20774.9,5712,6657.55,0,3,120763.37,13428.51,TRUE,2204.6,3491.27,3,,Salaried,0,0
IND9111028,2024,106961.31,42780.26,12930.83,12836.21,1676.45,1,516631.94,0,TRUE,4144.4,7649.04,0,,Self-Employed,2,0
IND8431911,2024,89069.03,25112.2,13535.95,12791.37,1073.41,0,226680.67,0,TRUE,506.53,12023.88,2,,Salaried,2,0
IND1276447,2022,61106.62,9993.34,9943.62,10222.66,1576.14,4,246166.31,0,TRUE,126.85,10207.79,1,,Salaried,0,0
IND9801831,2024,49372.74,12277.55,7989.97,7419.04,0,4,152108.24,0,TRUE,686.32,2293.11,1,,Self-Employed,0,0
IND4357028,2024,46414.84,12225.23,6531.74,6837.92,192.6,1,201897.15,6072.74,FALSE,427.46,9082.95,3,,Salaried,2,0
IND2045256,2024,59254.19,9297.07,10193.43,9991.42,0,0,144721.58,6758.97,FALSE,1408.19,4306.73,3,,Salaried,1,0
IND5988781,2022,93637.93,30733.71,12688.61,12580.84,0,1,430529.35,7086.23,TRUE,2239.12,2205.4,1,,Salaried,0,0
COM5608306,2023,636201.93,420530.87,61459.62,53917.77,5520.66,0,2751664.73,188051.95,FALSE,11905.24,10644.56,45,Retail,,2,0
COM5359448,2022,886779.71,770359.5,28215.15,29105.05,1951.98,0,3614197.64,0,FALSE,5947.67,7403.83,33,Finance,,2,0
COM8870654,2022,724729.32,582353.86,32543.41,35593.86,851.61,0,2554301.2,0,FALSE,9134.55,2334.56,6,Finance,,1,0
COM5002396,2023,1205158.33,859815.62,79903.33,86335.68,0,0,4278681.72,0,TRUE,1320.21,21985.36,10,Manufacturing,,2,0
IND5135486,2022,46470.4,7734.43,7830.92,7747.19,316.08,0,191882.56,3656.75,TRUE,89.54,2216.46,2,,Salaried,1,0
COM3918121,2023,1604144.53,1239402.97,99236.59,91185.39,2741.27,0,6024145.83,296507.42,FALSE,12084.89,5747.68,23,Finance,,0,0
COM5101163,2023,1013218.77,769437.56,51766.46,60945.3,4170.21,0,3896519.83,0,FALSE,3506.31,1014.53,33,Retail,,2,0
COM4228196,2024,722624.13,637657.2,30987.06,21241.73,0,0,1732696.3,174490.03,FALSE,1074.79,10824.69,6,Retail,,2,0
IND9632544,2024,70319.68,27131.71,8512.38,8637.59,263.38,1,282657.73,0,TRUE,3672.62,11558.44,3,,Salaried,0,0
IND8515484,2024,54386.91,16431.02,7459.42,7591.18,0,1,182029.69,0,TRUE,3717.48,5051.49,2,,Self-Employed,2,0
COM8176827,2022,1013093.09,739299.63,69147.49,68448.36,4342.84,0,4963024.51,0,TRUE,4831.14,14634.7,45,Tech,,1,0
IND2720002,2022,92197.2,30724.27,12223.92,12294.59,1422.13,4,353465.33,0,TRUE,710.88,8890.38,1,,Salaried,1,0
IND0234178,2024,59574.64,12174.66,9238.4,9480,1218.12,1,275677.35,0,TRUE,2875.32,143.04,3,,Salaried,1,0
COM8338852,2022,1025767.9,905072.2,19077.43,30173.93,0,0,4832059.54,0,FALSE,4554.45,3977.17,30,Tech,,2,0
COM4409436,2023,940370.24,796327.68,33497.32,36010.64,0,0,4628749.63,0,FALSE,5065.39,18666.91,32,Retail,,2,0
COM1979906,2024,1110820.02,906876.3,50122.1,50985.93,4791.25,0,3056454.25,0,TRUE,13248.63,15199.35,32,Finance,,0,0
COM5388851,2023,1234021.49,1107460.69,3164.02,31640.2,3269.7,0,17925013.14,0,FALSE,8883.07,11492.94,10,Tech,,0,1
COM8663753,2022,795365.95,483832.62,81428.04,77883.33,0,0,3850016.46,420992.28,FALSE,18439.18,3825.76,41,Healthcare,,2,0
COM8412286,2022,1703048.67,1115874.61,140002.68,146793.51,0,0,8125982.94,0,FALSE,15527.79,129.89,36,Tech,,2,0
IND4032524,2024,114937.46,34248.06,15856.58,16137.88,0,2,534693.8,18050.17,FALSE,2789.54,1973.04,1,,Salaried,1,0
IND6808819,2022,81733.88,15021.28,13105.07,13342.52,1685,1,375907.15,0,FALSE,1418.61,542.54,3,,Self-Employed,0,0
COM2489435,2024,1660277.15,1060436.12,151049.75,149960.26,14031.29,0,5887562.15,0,FALSE,22883.13,16852.98,26,Manufacturing,,2,0
IND8194181,2023,97159.26,12507.97,17370.39,16930.26,0,2,257438.72,0,FALSE,8269.9,68011.482,0,,Salaried,2,1
IND6385327,2024,107694.07,39765.33,12145.39,13585.75,0,3,521642.73,10198.33,TRUE,3820.66,10156.51,3,,Salaried,0,0
IND9995296,2023,54937.58,8724.98,8958.49,9242.52,0,4,213131.03,0,FALSE,2607.46,4291.15,1,,Salaried,0,0
COM3816558,2024,1008671.98,768671.32,66560.13,60000.17,344.56,0,2202469.86,288460.6,TRUE,1195.87,19311.74,8,Finance,,0,0
IND6670967,2022,63425.52,10720.34,10180.03,10541.04,0,0,296729.2,0,FALSE,4901.39,11895.42,3,,Salaried,2,0
IND0014375,2022,69714.62,7487.13,12347.25,12445.5,0,0,313506.61,0,TRUE,2386.48,13109.61,3,,Salaried,0,0
IND5722378,2023,98454.77,23655.85,15480.31,14959.78,0,2,365372,0,TRUE,4590.12,8866.81,2,,Salaried,1,0
IND3427057,2024,76511.21,15498.08,11634.29,12202.63,1069.45,0,376030.98,9089.86,FALSE,5988.76,9560.84,0,,Self-Employed,1,0
IND7986408,2022,52979.15,13016.59,8633.87,7992.51,0,1,228992.8,16648.52,TRUE,1372.77,5000.49,0,,Salaried,0,0
COM6404301,2022,705742.2,533453.46,36468.76,43072.18,3416.03,0,2630907.56,0,TRUE,1929.89,7088.43,7,Tech,,1,0
COM8794683,2022,872109.24,620108.9,58583.34,63000.08,0,0,2931860.08,135273.68,FALSE,14475.53,12881.01,34,Finance,,2,0
IND8336552,2024,45215.35,16008.15,5731.73,5841.44,0,0,171930.59,12867.57,TRUE,76.88,7376.97,2,,Salaried,0,0
IND3130130,2024,45063.39,10362.21,6070.37,6940.24,1119.77,1,149024.41,4379.91,FALSE,799.4,2375.42,0,,Self-Employed,1,0
COM6412639,2022,888902.99,731613.81,35154.5,39322.29,565.14,0,3260980.8,390486.11,TRUE,75.33,5102.98,48,Finance,,1,0
COM7673949,2024,861937.08,566707.86,74483.57,73807.3,0,0,3111353.56,414403.14,FALSE,7569.37,15465.53,42,Retail,,0,0
COM3940858,2022,1120247.05,1007167.97,30434.09,28269.77,58.93,0,2364913.51,0,FALSE,6025.21,3075.33,23,Retail,,1,0
IND9069053,2022,63684.7,11689.21,10629.48,10399.1,0,4,285122.94,0,FALSE,4789.51,1137.11,3,,Self-Employed,1,0
IND2513932,2023,62718.03,7735.64,11047.35,10996.48,0,3,150070.43,13100.23,TRUE,4108.97,2131.91,2,,Salaried,1,0
COM3177416,2022,1241178.78,966771.47,68956.19,68601.83,0,0,2770262.3,0,TRUE,10815.92,2260.59,29,Healthcare,,1,0
IND9085303,2024,67728.36,15541.38,9713.71,10437.4,1245.09,0,221368.12,19320.22,TRUE,1004.14,12111.29,2,,Self-Employed,1,0
IND8185842,2024,68778.11,23124.12,8597.5,9130.8,1505.31,3,139541.2,5677.56,TRUE,2271.44,12034.76,2,,Salaried,0,0
COM2031313,2023,1496916.9,1316057.92,47690.21,45214.74,0,0,6079226.23,149353.28,TRUE,12814.29,26639.39,30,Finance,,2,0
IND6155807,2024,78216.64,9339.04,14043.32,13775.52,0,4,341845.63,16240.74,TRUE,6054.77,6327.98,3,,Salaried,2,0
IND4102314,2024,63576.72,13095.74,10302.75,10096.2,2043.21,4,162456.27,5588.55,TRUE,1864.91,7599.01,0,,Self-Employed,1,0
IND6907629,2024,91842.06,16766.42,14276.9,15015.13,2597.22,0,285709.55,0,TRUE,7190.5,1427.45,3,,Salaried,0,0
COM2452318,2022,630867.33,549669.06,18228.74,20299.57,469.67,0,1770987.84,260630.23,FALSE,45.29,3028.42,49,Tech,,0,0
COM0631535,2023,1087354.08,952856.83,37006.26,33624.31,2459.86,0,3580134.44,101233.11,FALSE,6064.33,68.28,9,Retail,,0,0
COM9220321,2024,1148171.17,829498.23,73836.17,79668.23,0,0,2542377.16,0,TRUE,11968.11,6117.39,12,Healthcare,,1,0
COM8280195,2024,1463729.12,902170.98,136779.84,140389.54,0,0,6472427.52,0,FALSE,7217.51,7559.41,37,Finance,,1,0
COM8753973,2022,373111.93,279336.15,22728.26,23443.94,0,0,826644.03,0,FALSE,6299.33,3971.11,13,Retail,,0,0
COM6071073,2022,1158410.8,758900.03,96035.51,99877.69,4912.09,0,3858706.45,0,FALSE,27210.64,21891.08,22,Retail,,2,0
IND0586293,2024,98408.02,29174.34,14353.06,13846.74,0,3,336821.71,0,FALSE,6367.16,14946.11,3,,Self-Employed,1,0
IND7642903,2024,60199.68,8064.22,10906.95,10427.09,16360.425,3,293288.42,0,TRUE,738.99,2569.71,1,,Salaried,1,1
COM3919600,2022,1258217.4,1090497.25,32910.59,41930.04,1873.62,0,5213271.62,0,FALSE,2929.13,12380.9,40,Finance,,1,0
IND6084446,2022,101529.16,12085.11,18136.06,17888.81,0,0,239620.46,0,TRUE,403.77,1692.48,0,,Self-Employed,1,0
IND3940315,2024,87483.8,12899.4,15545.12,14916.88,608.68,0,386196.2,10353.99,FALSE,3036.1,11637.33,0,,Self-Employed,1,0
IND6841479,2023,94489.21,10888.42,16541.04,16720.16,24811.56,0,346729.04,0,FALSE,2338.23,14703.11,2,,Self-Employed,1,1
IND6950488,2023,68927.81,26552.18,9234.15,8475.13,1508.28,0,277549.2,7278.68,FALSE,1075.11,5008.73,0,,Salaried,2,0
IND2357296,2024,51908.18,20654.39,6717.17,6250.76,0,4,180193.07,16882.5,FALSE,3088.78,8252.3,0,,Salaried,0,0
COM5959687,2023,1075477.84,959172.78,26636.92,29076.27,0,0,4418374.62,0,FALSE,5150.31,14022.79,28,Manufacturing,,1,0
IND3165247,2024,58086.77,14718.18,9360.94,8673.72,921.73,4,242637.12,0,TRUE,1767.64,9613.58,2,,Salaried,0,0
IND1809112,2023,73307.38,27511.39,8800,9159.2,0,3,352832.31,0,FALSE,4190.06,2767.79,2,,Salaried,0,0
COM7133828,2022,1223517.94,754064.81,115318.46,117363.28,11421.16,0,4393402.91,0,TRUE,32496.83,2763.13,41,Tech,,0,0
IND3696956,2023,77865.38,11219.53,14035.67,13329.17,2276.93,0,367467.2,0,FALSE,1732.16,5375.7,3,,Self-Employed,2,0
COM6986034,2023,850047.88,518819.77,81312.23,82807.03,6369.62,0,2498593.77,362684.61,TRUE,18871.95,13991.78,33,Healthcare,,0,0
COM0734205,2022,608851.995,818008.15,104429.96,99923.96,10313.06,0,4408811.06,488064.38,FALSE,15330.06,3749.98,20,Manufacturing,,1,1
IND3098910,2023,33692.58,6920.28,5510.87,5354.46,0,0,156400.37,5961.42,FALSE,2410.59,2069.28,2,,Salaried,2,0
COM6403553,2023,721074.78,648501.89,9557.42,18143.22,0,0,2268206.11,0,FALSE,4180.15,11646.46,23,Tech,,0,0
COM1322457,2023,1666454.7,1999745.64,148038.3,149280.52,0,0,4926610.86,0,TRUE,42917.19,31008.9,45,Healthcare,,1,1
COM1542862,2023,685054.73,489440.79,51616.3,48903.48,0,0,3334090.79,0,TRUE,3729.1,4505.13,49,Retail,,0,0
COM9291308,2023,1234862.12,1058485.88,41938.43,44094.06,0,0,5847635.09,93878.46,FALSE,9028.79,8190.02,27,Tech,,2,0
IND9995085,2022,57647.75,13338.35,8645.47,8861.88,12968.205,0,179643.4,16765.14,FALSE,1182.27,2329.69,0,,Salaried,1,1
COM4850738,2022,984021.23,871726.22,30211.03,28073.75,0,0,4019889.94,213570.42,FALSE,5218.38,8206.34,11,Manufacturing,,2,0
COM6961971,2024,1152434.46,830032.61,81385.68,80600.46,1313.78,0,4212958.36,0,FALSE,22220.39,16107.19,29,Healthcare,,1,0
COM8471243,2023,1410780.19,876630.25,134498.78,133537.48,7999.73,0,3477713.81,0,FALSE,8517.98,15763.83,38,Finance,,2,0
IND4029759,2023,98575.46,39073.17,10942.52,11900.46,2110.95,2,337753.64,1302.95,TRUE,1598.36,13198.76,3,,Self-Employed,0,0
IND9198473,2023,72922.86,10302.7,13636.91,12524.03,1016.66,1,291964.56,0,FALSE,1467.07,1427.22,1,,Salaried,0,0
COM0286274,2024,1056731.75,760343.67,76705.46,74097.02,0,0,4592062.2,0,TRUE,20607.28,739712.225,31,Manufacturing,,0,1
IND3214385,2022,61921.54,6352.57,10429.6,11113.79,0,0,169590.92,3194.57,FALSE,4396.01,3098.63,2,,Salaried,2,0
IND3574239,2023,86742.82,13097.95,15144.89,14728.97,0,1,230854.29,0,TRUE,4699.52,8142.54,2,,Self-Employed,1,0
COM5902629,2024,1063261.71,708698.65,93869.77,88640.76,3786.3,0,3386595.83,161627.12,FALSE,11962.9,11313.26,42,Manufacturing,,0,0
IND1961442,2023,71912.03,8912.4,12473.96,12599.93,0,4,186860.24,0,TRUE,814.78,50338.421,2,,Salaried,2,1
IND4474419,2023,58850.58,19366.44,7488.54,7896.83,706.13,1,170148.55,0,TRUE,3379.69,10159.19,1,,Salaried,0,0
COM2183566,2022,1273327.76,1127444.77,47411.14,36470.75,0,0,5129715.39,0,FALSE,4203.8,24180.32,10,Finance,,2,0
COM0862526,2022,895775.94,601103.22,67428.29,73668.18,4699.33,0,3294226.18,281291.98,TRUE,6310.26,13500.06,48,Retail,,2,0
IND1824561,2024,110536.05,27539.63,17629.24,16599.28,0,3,433584.55,0,FALSE,7740.62,13373.76,3,,Salaried,2,0
IND5276286,2022,76178.92,16284.2,13122.85,11978.94,2092.95,3,167417.8,0,FALSE,2633.26,3261.33,3,,Self-Employed,1,0
IND6030271,2024,43079.55,6581.84,6846.15,7299.54,0,2,192101.13,4178.97,FALSE,3209.7,5616.27,1,,Salaried,0,0
IND7650019,2022,97151.76,26695.39,14534.52,14091.27,0,0,387416.91,15553.21,FALSE,6132.02,15075.26,0,,Salaried,0,0
IND2331563,2024,79465.18,30411.16,9830.01,9810.8,0,4,230101.76,0,FALSE,2612.93,4907.25,0,,Salaried,2,0
IND7896360,2024,54884.64,6714.65,9677.55,9634,1085.46,1,158804,0,FALSE,517.32,6400.4,1,,Salaried,1,0
COM3513494,2022,327745.98,223925.24,25983.36,25955.18,1670.22,0,1477265.58,0,TRUE,5993.87,3679.64,13,Manufacturing,,0,0
COM9851129,2024,1283324.64,1020210.6,64356.29,65778.51,5218.78,0,5979470.9,491925.75,FALSE,13689.3,14462.55,34,Manufacturing,,2,0
COM2047303,2024,1125995.38,722783.27,91628.79,100803.03,0,0,5562528.07,0,TRUE,27677.27,14287.94,28,Finance,,1,0
COM5335883,2023,1815085.91,1164711.19,152982.11,162593.68,0,0,7948884.01,149310.96,TRUE,26197.46,22841.73,18,Manufacturing,,0,0
IND9726165,2024,43508.54,12850.27,6388.22,6131.65,0,0,148528.61,0,FALSE,2324.32,293.51,3,,Self-Employed,1,0
COM8413021,2023,864953.52,696065.91,27707.26,42221.9,0,0,2588709.63,126037.47,TRUE,2480.61,8394.43,7,Retail,,1,0
IND6808170,2024,64176.58,15554.56,9509.18,9724.4,0,1,164542.42,14005.13,TRUE,2460.51,1453.83,3,,Salaried,0,0
COM0571632,2022,1377170.49,837438.68,143647.28,134932.95,0,0,3910286.6,0,FALSE,18382.13,10238.33,9,Tech,,2,0
